Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2021,11,11/30/2021  1:47 PM,11/30/2021  2:21 PM,"0 Hours, 34 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,10,6000,['CISO'],['PGAE'],8.0,2021-11-30 22:00:00,2021-11-30 23:00:00
2021,12,12/07/2021  2:33 PM,12/07/2021  3:40 PM,"1 Hours,  7 Minutes",Duke Energy Midwest,RF,Indiana: Putnam County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['MISO'],['0006'],5.0,2021-12-07 20:00:00,2021-12-07 21:00:00
2021,12,12/11/2021  3:13 AM,12/15/2021  3:30 PM,"108 Hours, 17 Minutes",Nashville Electric Service,SERC,"Tennessee: Davidson County, Sumner County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",177,107344,['TVA'],['TVA'],6.0,2021-12-11 10:00:00,2021-12-15 22:00:00
2021,12,12/11/2021 10:30 AM,12/11/2021  3:00 PM,"4 Hours, 30 Minutes",Consumers Energy Co,MRO,"Michigan: Van Buren County, Gladwin County, Montcalm County, Branch County, Allegan County, Ionia County, Newaygo County, Mecosta County, Lake County, Midland County, Ogemaw County, Osceola County, Tuscola County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,159947,['MISO'],['0027'],5.0,2021-12-11 16:00:00,2021-12-11 21:00:00
2021,12,12/11/2021 11:13 AM,12/12/2021 11:06 PM,"35 Hours, 53 Minutes",Detroit Edison Co,MRO,Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,182410,['MISO'],['0027'],5.0,2021-12-11 17:00:00,2021-12-13 05:00:00
2021,12,12/11/2021  6:16 PM,12/13/2021  5:00 PM,"46 Hours, 44 Minutes",National Grid,NPCC,New York:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,103000,['NYIS'],"['ZONG', 'ZONA', 'ZONC', 'ZONE', 'ZOND', 'ZONF', 'ZONB']",5.0,2021-12-12 00:00:00,2021-12-13 23:00:00
2021,12,12/14/2021  7:28 AM,12/14/2021  1:43 PM,"6 Hours, 15 Minutes",Pacific Gas & Electric Co,WECC,California: Humboldt County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,120,65994,['CISO'],['PGAE'],8.0,2021-12-14 16:00:00,2021-12-14 22:00:00
2021,12,12/14/2021  9:39 AM,12/14/2021  9:48 AM,"0 Hours,  9 Minutes",Chelan County PUD,WECC,Washington: Chelan County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['CHPD'],['CHPD'],8.0,2021-12-14 18:00:00,2021-12-14 18:00:00
2021,12,12/15/2021  3:56 PM,12/15/2021  5:27 PM,"1 Hours, 31 Minutes",Nebraska Public Power District,MRO,Nebraska: Burt County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",5,Unknown,['SWPP'],['OPPD'],6.0,2021-12-15 22:00:00,2021-12-16 00:00:00
2021,12,12/15/2021  4:37 PM,12/16/2021 11:30 AM,"18 Hours, 53 Minutes","Evergy, Inc",SERC/MRO,Missouri: Kansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",0,258000,['SWPP'],"['KCPL', 'MPS', 'WR']",6.0,2021-12-15 23:00:00,2021-12-16 18:00:00
2021,12,12/15/2021  6:00 PM,12/16/2021  9:00 AM,"15 Hours,  0 Minutes",Alliant Energy,MRO,Iowa: Wisconsin:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,134000,['MISO'],"['0027', '0035', '0001']",6.0,2021-12-16 01:00:00,2021-12-16 16:00:00
2021,12,12/15/2021  7:00 PM,12/16/2021  3:00 AM,"8 Hours,  0 Minutes","Southwest Power Pool, Inc.",MRO,Kansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,174000,['SWPP'],"['WFEC', 'KACY', 'EDE', 'SECI', 'GRDA', 'KCPL', 'WR', 'CSWS', 'SPS']",6.0,2021-12-16 02:00:00,2021-12-16 10:00:00
2021,12,12/16/2021  6:00 AM,12/16/2021  8:00 PM,"14 Hours,  0 Minutes",Consumers Energy Co,MRO,"Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,200675,['MISO'],['0027'],5.0,2021-12-16 12:00:00,2021-12-17 02:00:00
2021,12,12/21/2021  9:59 PM,12/22/2021  2:15 PM,"16 Hours, 16 Minutes",American Electric Power - Texas,TRE,Texas: Cameron County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",22,Unknown,['ERCO'],['SOUT'],6.0,2021-12-22 04:00:00,2021-12-22 21:00:00
2021,12,12/23/2021  2:02 PM,12/23/2021  2:55 PM,"0 Hours, 53 Minutes",Eversource Energy (NSTAR),NPCC,Massachusetts: Suffolk County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['ISNE'],"['4006', '4008']",5.0,2021-12-23 20:00:00,2021-12-23 20:00:00
2021,12,12/24/2021 12:34 AM,12/24/2021  6:40 AM,"6 Hours,  6 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas: Rusk County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",Unknown,Unknown,['ERCO'],['EAST'],6.0,2021-12-24 07:00:00,2021-12-24 13:00:00
2021,12,12/27/2021  9:01 PM,12/30/2021  9:11 AM,"60 Hours, 10 Minutes",Pacific Gas & Electric Co,WECC,California: Humboldt County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,120,65994,['CISO'],['PGAE'],8.0,2021-12-28 06:00:00,2021-12-30 18:00:00
2022,1,01/02/2022  1:21 PM,01/02/2022  5:38 PM,"4 Hours, 17 Minutes",Pacific Gas & Electric Co,WECC,California: Tuolumne County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Severe Weather,3,1706,['CISO'],['PGAE'],8.0,2022-01-02 22:00:00,2022-01-03 02:00:00
2022,1,01/03/2022  1:00 AM,01/03/2022  2:00 PM,"13 Hours,  0 Minutes",Southern Company,SERC,Georgia: Alabama: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",283,40885,['SOCO'],['SOCO'],6.0,2022-01-03 08:00:00,2022-01-03 21:00:00
2022,1,01/03/2022  5:00 AM,01/04/2022  6:00 PM,"37 Hours,  0 Minutes",Dominion Energy South Carolina,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,60424,['SCEG'],['SCEG'],5.0,2022-01-03 11:00:00,2022-01-05 00:00:00
2022,1,01/03/2022  5:30 AM,01/04/2022 12:30 PM,"31 Hours,  0 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,142000,['DUK'],['DUK'],5.0,2022-01-03 11:00:00,2022-01-04 18:00:00
2022,1,01/05/2022 12:32 PM,01/05/2022 12:45 PM,"0 Hours, 13 Minutes",Eversource Energy Company (NSTAR),NPCC,Massachusetts: Plymouth County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['ISNE'],['4006'],5.0,2022-01-05 18:00:00,2022-01-05 18:00:00
2022,1,01/08/2022  2:56 AM,01/08/2022  3:03 AM,"0 Hours,  7 Minutes",American Electric Power - Texas,TRE,"Texas: Cameron County, Willacy County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['ERCO'],['SOUT'],6.0,2022-01-08 09:00:00,2022-01-08 10:00:00
2022,1,01/14/2022  8:34 AM,01/14/2022  8:42 AM,"0 Hours,  8 Minutes",Southwestern Public Service,TRE/WECC,Texas: Potter County; New Mexico:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['SWPP'],['SPS'],6.0,2022-01-14 15:00:00,2022-01-14 15:00:00
2022,1,01/16/2022  5:15 AM,01/17/2022 12:06 AM,"18 Hours, 51 Minutes",Southern Company,SERC,Georgia: Alabama:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",436,61113,['SOCO'],['SOCO'],6.0,2022-01-16 12:00:00,2022-01-17 07:00:00
2022,1,01/16/2022 12:05 PM,01/17/2022  8:45 AM,"20 Hours, 40 Minutes",Duke Energy Carolinas,SERC,North Carolina: Jackson County; South Carolina: Greenville County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,51289,['DUK'],['DUK'],5.0,2022-01-16 18:00:00,2022-01-17 14:00:00
2022,1,01/16/2022  1:15 PM,01/16/2022  5:15 PM,"4 Hours,  0 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,74638,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2022-01-16 19:00:00,2022-01-16 23:00:00
2022,1,01/24/2022 10:27 AM,01/24/2022 10:51 AM,"0 Hours, 24 Minutes",Public Utility District #1 of Chelan County (CHPD),WECC,Washington: Chelan County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['CHPD'],['CHPD'],8.0,2022-01-24 19:00:00,2022-01-24 19:00:00
2022,1,01/28/2022  3:41 PM,01/28/2022  9:30 PM,"5 Hours, 49 Minutes",Public Service Company of Colorado,WECC,"Colorado: Douglas County, Pueblo County, El Paso County, Prowers County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PSCO'],['PSCO'],7.0,2022-01-28 23:00:00,2022-01-29 05:00:00
2022,1,01/29/2022  8:45 AM,01/30/2022  1:00 AM,"16 Hours, 15 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",120,12000,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2022-01-29 14:00:00,2022-01-30 07:00:00
2022,2,02/01/2022 12:13 PM,02/01/2022 12:25 PM,"0 Hours, 12 Minutes",Pacific Gas & Electric Co,WECC,California: Yuba County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,10,8124,['CISO'],['PGAE'],8.0,2022-02-01 21:00:00,2022-02-01 21:00:00
2022,2,02/03/2022 10:00 AM,02/07/2022  8:00 PM,"106 Hours,  0 Minutes",Memphis Light Gas and Water Division,SERC,Tennessee: Shelby County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",Unknown,255000,['TVA'],['TVA'],6.0,2022-02-03 17:00:00,2022-02-08 03:00:00
2022,2,02/03/2022 12:56 PM,02/04/2022  8:30 PM,"31 Hours, 34 Minutes","American Electric Power - (RFC Reliability Region) (8400 Smiths Mill Road, New Albany Ohio 43054)",RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Transmission Interruption",Unknown,51000,['PJM'],['AEP'],5.0,2022-02-03 18:00:00,2022-02-05 02:00:00
2022,2,02/04/2022  6:21 PM,02/04/2022 10:00 PM,"3 Hours, 39 Minutes",ERCOT,TRE,Texas:,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-Transmission Interruption,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2022-02-05 01:00:00,2022-02-05 05:00:00
2022,2,02/18/2022  7:10 AM,02/18/2022  4:25 PM,"9 Hours, 15 Minutes",ISO New England,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",7,7047,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2022-02-18 13:00:00,2022-02-18 22:00:00
2022,2,02/24/2022 10:25 AM,02/24/2022 10:31 AM,"0 Hours,  6 Minutes",Entergy - Transmission Operations Engineering,TRE,Texas: Montgomery County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",3,1405,['MISO'],[],6.0,2022-02-24 17:00:00,2022-02-24 17:00:00
2022,3,03/01/2022  1:43 PM,03/01/2022  1:47 PM,"0 Hours,  4 Minutes",Duke Energy Midwest,RF,"Indiana: Marion County, Shelby County, Hendricks County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['MISO'],['0006'],5.0,2022-03-01 19:00:00,2022-03-01 19:00:00
2022,3,03/05/2022 10:58 PM,03/06/2022  7:38 PM,"20 Hours, 40 Minutes",Exelon Corporation / Commonwealth Edison Company (ComEd) NCR08013,SERC/RF,Illinois: DuPage County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['PJM'],['CE'],6.0,2022-03-06 05:00:00,2022-03-07 02:00:00
2022,3,03/08/2022  1:50 PM,03/08/2022  2:39 PM,"0 Hours, 49 Minutes",Southern Company,TRE,Georgia: Terrell County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",48,5855,['SOCO'],['SOCO'],6.0,2022-03-08 20:00:00,2022-03-08 21:00:00
2022,3,03/10/2022  8:51 AM,03/10/2022  3:15 PM,"6 Hours, 24 Minutes",Western Area Power Administration,MRO,Nebraska: Scotts Bluff County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['WACM'],['WACM'],7.0,2022-03-10 16:00:00,2022-03-10 23:00:00
2022,3,03/21/2022  7:00 PM,03/24/2022 12:00 AM,"53 Hours,  0 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Anderson County, Bell County, Bosque County, Comanche County, Coryell County, Falls County, Freestone County, Hamilton County, Henderson County, Hill County, Lampasas County, Leon County, Limestone County, McLennan County, Milam County, Mills County, Robertson County, Collin County, Cooke County, Dallas County, Denton County, Ellis County, Erath County, Fannin County, Grayson County, Hood C","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,170000,['ERCO'],"['NRTH', 'SCEN', 'EAST', 'NCEN']",6.0,2022-03-22 01:00:00,2022-03-24 06:00:00
2022,3,03/22/2022 12:06 AM,03/22/2022  4:29 AM,"4 Hours, 23 Minutes",Western Area Power Administration - Upper Great Plains Region - (NCR01036),MRO,South Dakota:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['WACM'],['WACM'],7.0,2022-03-22 07:00:00,2022-03-22 11:00:00
2022,3,03/31/2022 12:04 AM,03/31/2022  9:20 AM,"9 Hours, 16 Minutes",Southern Company,SERC,Georgia: Alabama: Mississippi: Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",157,22000,['SOCO'],['SOCO'],6.0,2022-03-31 06:00:00,2022-03-31 15:00:00
2022,3,03/31/2022  8:59 AM,04/01/2022  7:30 PM,"34 Hours, 31 Minutes",Detroit Edison Co,RF,"Michigan: Huron County, Tuscola County, St. Clair County, Washtenaw County, Macomb County, Wayne County, Monroe County, Oakland County, Livingston County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",60,70000,['MISO'],['0027'],5.0,2022-03-31 13:00:00,2022-04-02 00:00:00
2022,4,04/05/2022  4:40 AM,04/05/2022  5:21 PM,"12 Hours, 41 Minutes",Evergy,SERC/RF,Missouri: Jackson County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",73,16299,['SWPP'],"['KCPL', 'MPS']",6.0,2022-04-05 10:00:00,2022-04-05 23:00:00
2022,4,04/10/2022  3:41 PM,04/10/2022  3:50 PM,"0 Hours,  9 Minutes",Entergy - Transmission Operations Engineering,SERC,Arkansas: Pulaski County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,5,Unknown,['MISO'],['8910'],6.0,2022-04-10 21:00:00,2022-04-10 21:00:00
2022,4,04/10/2022  3:41 PM,04/10/2022  3:50 PM,"0 Hours,  9 Minutes",Entergy Arkansas Inc,SERC,Arkansas: Pulaski County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,5,Unknown,['MISO'],['8910'],6.0,2022-04-10 21:00:00,2022-04-10 21:00:00
2022,4,04/11/2022  9:15 AM,04/13/2022  8:00 AM,"46 Hours, 45 Minutes",Portland General Electric Co,WECC,"Oregon: Multnomah County, Clackamas County, Marion County, Yamhill County, Washington County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",3140,73717,['PGE'],['PGE'],8.0,2022-04-11 17:00:00,2022-04-13 16:00:00
2022,4,04/13/2022 10:04 PM,04/14/2022 12:02 AM,"1 Hours, 58 Minutes",Entergy - Transmission Operations Engineering,SERC,Louisiana: Iberia Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",7,2429,['MISO'],['8910'],6.0,2022-04-14 04:00:00,2022-04-14 06:00:00
2022,4,04/14/2022  5:59 AM,04/14/2022  6:13 AM,"0 Hours, 14 Minutes",Los Angeles Department of Water & Power,WECC,California: Los Angeles County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",164,262268,['LDWP'],['LDWP'],8.0,2022-04-14 13:00:00,2022-04-14 14:00:00
2022,4,04/19/2022  8:41 AM,04/19/2022 12:10 PM,"3 Hours, 29 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,67754,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2022-04-19 13:00:00,2022-04-19 17:00:00
2022,4,04/22/2022 11:00 PM,04/24/2022  4:00 PM,"41 Hours,  0 Minutes","Southwest Power Pool, Inc.",MRO,North Dakota:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Severe Weather,1000,Unknown,['SWPP'],['WAUE'],6.0,2022-04-23 05:00:00,2022-04-24 22:00:00
2022,4,04/22/2022 11:16 PM,04/24/2022  4:00 PM,"40 Hours, 44 Minutes",Western Area Power Administration - Upper Great Plains Region - (NCR01036),WECC/MRO,"North Dakota: Mountrail County, Williams County, Ward County, Burke County, Bottineau County, McLean County, Walsh County, Bowman County, Stark County, Dunn County, Mercer County; Montana: Wibaux County, Richland County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather",Unknown,Unknown,['SWPP'],['WAUE'],7.0,2022-04-23 06:00:00,2022-04-24 23:00:00
2022,4,04/23/2022  3:38 PM,04/24/2022  4:00 AM,"12 Hours, 22 Minutes",Mountrail-Williams Elec Coop,MRO,"North Dakota: Mountrail County, Williams County;",Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident-Severe Weather,480,18430,['SWPP'],['WAUE'],6.0,2022-04-23 21:00:00,2022-04-24 10:00:00
2022,4,04/23/2022  7:42 PM,04/24/2022  4:17 PM,"20 Hours, 35 Minutes",MidAmerican Energy Co,SERC/MRO,"Iowa: Polk County, Warren County; Illinois:","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather",43,22400,['MISO'],['0035'],6.0,2022-04-24 01:00:00,2022-04-24 22:00:00
2022,4,04/28/2022  7:56 AM,04/28/2022  8:48 AM,"0 Hours, 52 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",74,Unknown,['DUK'],['DUK'],5.0,2022-04-28 12:00:00,2022-04-28 13:00:00
2022,5,05/05/2022  1:06 PM,05/05/2022  2:06 PM,"1 Hours,  0 Minutes",Entergy - Transmission Operations Engineering,SERC,Arkansas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",Unknown,0,['MISO'],['8910'],6.0,2022-05-05 19:00:00,2022-05-05 20:00:00
2022,5,05/11/2022  6:00 PM,05/11/2022 10:42 PM,"4 Hours, 42 Minutes",Northern States Power Co,MRO,Minnesota:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,105000,['MISO'],"['0035', '0001']",6.0,2022-05-12 00:00:00,2022-05-12 04:00:00
2022,5,05/12/2022 10:44 AM,05/12/2022  1:34 PM,"2 Hours, 50 Minutes",Empire District Electric Co,SERC,"Missouri: Barry County, Dade County, Lawrence County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",800,0,['SWPP'],['EDE'],6.0,2022-05-12 16:00:00,2022-05-12 19:00:00
2022,5,05/12/2022  4:50 PM,05/13/2022  2:48 AM,"9 Hours, 58 Minutes",Western Area Power Administration - Upper Great Plains Region - (NCR01036),MRO,South Dakota: Davison County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",Unknown,Unknown,['WACM'],['WACM'],7.0,2022-05-12 23:00:00,2022-05-13 09:00:00
2022,5,05/15/2022 11:30 PM,05/17/2022 11:45 PM,"48 Hours, 15 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,150000,['ERCO'],"['NRTH', 'EAST', 'NCEN']",6.0,2022-05-16 05:00:00,2022-05-18 05:00:00
2022,5,05/18/2022  5:00 PM,05/31/2022 12:00 PM,"307 Hours,  0 Minutes",Public Service Company of New Mexico,WECC,New Mexico: San Juan County;,Fuel supply emergencies that could impact electric power system adequacy or reliability-Fuel Supply Deficiency,560,0,['PNM'],['PNM'],7.0,2022-05-19 00:00:00,2022-05-31 19:00:00
2022,5,05/20/2022  5:26 PM,05/20/2022  5:33 PM,"0 Hours,  7 Minutes","Consolidated Edison of New York, Inc.",NPCC,New York:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['NYIS'],"['ZONI', 'ZONG', 'ZONJ', 'ZONH', 'ZONK']",5.0,2022-05-20 22:00:00,2022-05-20 22:00:00
2022,5,05/22/2022  2:30 AM,05/22/2022  6:52 PM,"16 Hours, 22 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,52172,['ERCO'],['COAS'],6.0,2022-05-22 08:00:00,2022-05-23 00:00:00
2022,5,05/29/2022  4:41 PM,05/31/2022 11:29 AM,"42 Hours, 48 Minutes",FirstEnergy Corp: Met-Ed,RF,Pennsylvania: York County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PJM'],['ME'],5.0,2022-05-29 21:00:00,2022-05-31 16:00:00
2022,6,06/04/2022 12:59 PM,06/05/2022  2:15 AM,"13 Hours, 16 Minutes",ERCOT,TRE,Texas: Ector County;,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-Generation Inadequacy",0,0,['ERCO'],['FWES'],6.0,2022-06-04 18:00:00,2022-06-05 08:00:00
2022,6,06/05/2022  3:20 PM,06/05/2022  8:12 PM,"4 Hours, 52 Minutes",California ISO,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic-Generation Inadequacy,Unknown,Unknown,['CISO'],"['SCE', 'SDGE', 'VEA', 'PGAE']",8.0,2022-06-05 23:00:00,2022-06-06 04:00:00
2022,6,06/06/2022 10:21 AM,06/06/2022 10:24 AM,"0 Hours,  3 Minutes",Pacific Gas & Electric Co,WECC,California: Shasta County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system-System Operations,13,4000,['CISO'],['PGAE'],8.0,2022-06-06 18:00:00,2022-06-06 18:00:00
2022,6,06/08/2022 12:00 AM,06/08/2022  4:00 AM,"4 Hours,  0 Minutes","Southwest Power Pool, Inc.",SERC/MRO,Kansas: Missouri: Nebraska:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,62000,['SWPP'],"['WFEC', 'CSWS', 'KACY', 'INDN', 'EDE', 'SPRM', 'GRDA', 'SECI', 'MPS', 'WAUE', 'LES', 'NPPD', 'KCPL', 'WR', 'OPPD', 'SPS', 'OKGE']",6.0,2022-06-08 06:00:00,2022-06-08 10:00:00
2022,6,06/08/2022  1:00 AM,06/08/2022  4:00 AM,"3 Hours,  0 Minutes","Southwest Power Pool, Inc.",SERC,Missouri:," Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather/Distribution Interruption",Unknown,60000,['SWPP'],"['KACY', 'INDN', 'SPRM', 'GRDA', 'MPS', 'KCPL', 'EDE', 'CSWS', 'OKGE']",6.0,2022-06-08 07:00:00,2022-06-08 10:00:00
