Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2018,9,09/06/2018  2:26 AM,09/06/2018  2:27 AM,"0 Hours,  1 Minutes",Tampa Electric Co,FRCC,Florida: Hillsborough County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['TEC'],['TEC'],5.0,2018-09-06 07:00:00,2018-09-06 07:00:00
2018,9,09/13/2018  8:30 PM,09/19/2018  5:00 PM,"140 Hours, 30 Minutes",North Carolina El Member Corp,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",300,325000,"['PJM', 'CPLE', 'CPLW', 'DUK']","['CPLE', 'DUK', 'CPLW', 'DOM']",5.0,2018-09-14 01:00:00,2018-09-19 22:00:00
2018,9,09/13/2018  8:56 PM,09/20/2018  7:00 PM,"166 Hours,  4 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,1457583,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2018-09-14 01:00:00,2018-09-21 00:00:00
2018,9,09/15/2018  1:05 AM,09/17/2018  4:00 PM,"62 Hours, 55 Minutes",South Carolina Pub Serv Auth,SERC,"South Carolina: Horry County, Chesterfield County, Dillon County, Georgetown County, Marlboro County, Darlington County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,50100,['SC'],['SC'],5.0,2018-09-15 06:00:00,2018-09-17 21:00:00
2018,9,09/15/2018  3:00 PM,09/15/2018  6:00 PM,"3 Hours,  0 Minutes",Cooperative Energy,SERC,Mississippi: Forrest County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-System Operations,1322,420000,['MISO'],['8910'],6.0,2018-09-15 21:00:00,2018-09-16 00:00:00
2018,9,09/16/2018  8:00 AM,09/18/2018  7:40 PM,"59 Hours, 40 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,50000,['DUK'],['DUK'],5.0,2018-09-16 13:00:00,2018-09-19 00:00:00
2018,9,09/22/2018  3:23 PM,09/22/2018 11:00 PM,"7 Hours, 37 Minutes",Los Angeles Department of Water & Power,WECC,California: Los Angeles County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Natural Disaster",3507,2500,['LDWP'],['LDWP'],8.0,2018-09-22 23:00:00,2018-09-23 07:00:00
2018,9,09/26/2018  1:54 PM,09/26/2018  5:58 PM,"4 Hours,  4 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['ERCO'],['COAS'],6.0,2018-09-26 19:00:00,2018-09-26 23:00:00
2018,10,10/10/2018  4:00 PM,10/19/2018  6:00 AM,"206 Hours,  0 Minutes",City of Tallahassee,FRCC,Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",330,55000,['TAL'],['TAL'],5.0,2018-10-10 21:00:00,2018-10-19 11:00:00
2018,10,10/11/2018  7:21 AM,10/11/2018  3:00 PM,"7 Hours, 39 Minutes",South Carolina Electric and Gas,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,71654,['SCEG'],['SCEG'],5.0,2018-10-11 12:00:00,2018-10-11 20:00:00
2018,10,10/11/2018  4:42 PM,10/12/2018  9:00 PM,"28 Hours, 18 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,170222,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2018-10-11 21:00:00,2018-10-13 02:00:00
2018,10,10/11/2018  6:55 PM,10/12/2018 12:00 PM,"17 Hours,  5 Minutes",North Carolina El Member Corp,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,117000,"['PJM', 'CPLE', 'CPLW', 'DUK']","['CPLE', 'DUK', 'CPLW', 'DOM']",5.0,2018-10-11 23:00:00,2018-10-12 17:00:00
2018,10,10/12/2018  3:36 AM,10/12/2018  1:56 PM,"10 Hours, 20 Minutes",PJM Interconnection,RF,Maryland: Garrett County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PJM'],['AP'],5.0,2018-10-12 08:00:00,2018-10-12 18:00:00
2018,10,10/16/2018  4:15 AM,10/16/2018  5:11 PM,"12 Hours, 56 Minutes",ISO New England,NPCC,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,18000,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2018-10-16 09:00:00,2018-10-16 22:00:00
2018,10,10/21/2018 12:16 AM,10/21/2018  4:14 PM,"15 Hours, 58 Minutes",American Electric Power,RF,West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,63408,['PJM'],['AEP'],6.0,2018-10-21 06:00:00,2018-10-21 22:00:00
2018,10,10/31/2018  7:30 PM,11/01/2018  6:55 PM,"23 Hours, 25 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",402,140932,['ERCO'],['COAS'],6.0,2018-11-01 01:00:00,2018-11-02 00:00:00
2018,11,11/03/2018  5:20 PM,11/04/2018  2:30 PM,"21 Hours, 10 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,62000,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2018-11-03 22:00:00,2018-11-04 20:00:00
2018,11,11/06/2018  9:49 AM,11/09/2018  2:05 PM,"76 Hours, 16 Minutes",Tennessee Valley Authority,SERC,Tennessee:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,61000,['TVA'],['TVA'],6.0,2018-11-06 16:00:00,2018-11-09 21:00:00
2018,11,11/08/2018  7:16 AM,11/28/2018  4:32 PM,"489 Hours, 16 Minutes",Pacific Gas & Electric Co,WECC,California: Butte County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system-Natural Disaster/Transmission Interruption,32,11844,['CISO'],['PGAE'],8.0,2018-11-08 16:00:00,2018-11-29 01:00:00
2018,11,11/10/2018  5:02 PM,11/14/2018  3:00 PM,"93 Hours, 58 Minutes",WPSC,MRO,Wisconsin:,Fuel supply emergencies that could impact electric power system adequacy or reliability-Fuel Supply Deficiency,0,0,['MISO'],"['0027', '0001']",6.0,2018-11-11 00:00:00,2018-11-14 22:00:00
2018,11,11/15/2018  3:23 AM,11/15/2018  5:35 PM,"14 Hours, 12 Minutes",LG&E KU,SERC,Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,150000,['LGEE'],['LGEE'],5.0,2018-11-15 09:00:00,2018-11-15 23:00:00
2018,11,11/15/2018  5:28 AM,11/15/2018  8:35 AM,"3 Hours,  7 Minutes",Duke Energy Midwest,RF,Indiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,55000,['MISO'],['0006'],5.0,2018-11-15 11:00:00,2018-11-15 14:00:00
2018,11,11/15/2018  5:38 AM,11/16/2018  6:00 AM,"24 Hours, 22 Minutes",Duke Energy Midwest,SERC,Kentucky: Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,104000,['PJM'],['DEOK'],5.0,2018-11-15 11:00:00,2018-11-16 12:00:00
2018,11,11/15/2018 10:50 AM,11/17/2018  1:12 PM,"50 Hours, 22 Minutes",American Electric Power - (RFC Reliability Region),RF,Virginia: West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,50600,['PJM'],['AEP'],5.0,2018-11-15 16:00:00,2018-11-17 19:00:00
2018,11,11/25/2018 10:30 PM,11/28/2018  8:17 PM,"69 Hours, 47 Minutes",ComEd,SERC,"Illinois: Will County, DuPage County, Kane County, McHenry County, Winnebago County, Ogle County, DeKalb County, Lee County, Grundy County, Lake County, Cook County, Livingston County, Stephenson County, LaSalle County, Kankakee County, Kendall County, Boone County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,313448,['PJM'],['CE'],6.0,2018-11-26 05:00:00,2018-11-29 03:00:00
2018,11,11/27/2018  8:00 AM,11/28/2018  4:50 PM,"32 Hours, 50 Minutes",ISO New England,NPCC,Maine: New Hampshire: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,32000,['ISNE'],"['4001', '4003', '4002']",5.0,2018-11-27 14:00:00,2018-11-28 22:00:00
2018,12,12/03/2018  3:15 AM,12/03/2018  3:44 AM,"0 Hours, 29 Minutes",ERCOT,TRE,Texas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",16,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2018-12-03 10:00:00,2018-12-03 10:00:00
2018,12,12/09/2018 12:23 AM,12/09/2018 11:54 AM,"11 Hours, 31 Minutes",Southern Company,SERC,Alabama: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",137,41126,['SOCO'],['SOCO'],6.0,2018-12-09 07:00:00,2018-12-09 18:00:00
2018,12,12/09/2018  3:35 AM,12/10/2018 11:45 PM,"44 Hours, 10 Minutes",Duke Energy Carolinas,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",Unknown,50000,['DUK'],['DUK'],5.0,2018-12-09 09:00:00,2018-12-11 05:00:00
2018,12,12/09/2018  8:41 AM,12/09/2018  6:00 PM,"9 Hours, 19 Minutes",Duke Energy Progress,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,70000,"['CPLE', 'CPLW']","['CPLE', 'CPLW']",5.0,2018-12-09 14:00:00,2018-12-10 00:00:00
2018,12,12/14/2018  4:00 PM,12/17/2018  2:00 AM,"58 Hours,  0 Minutes",Puget Sound Energy,WECC,"Washington: King County, Kitsap County, Island County, Pierce County, Thurston County, Whatcom County, Skagit County, Kittitas County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,150000,['PSEI'],['PSEI'],8.0,2018-12-15 01:00:00,2018-12-17 11:00:00
2018,12,12/20/2018  9:30 AM,12/20/2018  5:00 PM,"7 Hours, 30 Minutes",Puget Sound Energy,WECC,"Washington: Skagit County, Snohomish County, King County, Kitsap County, Island County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,165000,['PSEI'],['PSEI'],8.0,2018-12-20 18:00:00,2018-12-21 02:00:00
2018,12,12/27/2018  9:12 PM,12/27/2018  9:16 PM,"0 Hours,  4 Minutes",Consolidated Edison Co-NY Inc.,NPCC,New York: New York County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",Unknown,Unknown,['NYIS'],['ZONJ'],5.0,2018-12-28 03:00:00,2018-12-28 03:00:00
2019,1,01/06/2019  1:00 AM,01/06/2019 12:00 PM,"11 Hours,  0 Minutes",Puget Sound Energy,WECC,"Washington: King County, Thurston County, Pierce County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,230000,['PSEI'],['PSEI'],8.0,2019-01-06 10:00:00,2019-01-06 21:00:00
2019,1,01/06/2019  5:56 PM,01/06/2019  9:52 PM,"3 Hours, 56 Minutes",Sacramento Municipal Util Dist,WECC,California: Sacramento County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",300,90382,['BANC'],['BANC'],8.0,2019-01-07 02:00:00,2019-01-07 06:00:00
2019,1,01/10/2019 12:19 PM,01/10/2019 12:48 PM,"0 Hours, 29 Minutes",Western Area Power Administration - Upper Great Plains Region,WECC,Montana: Valley County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",11,2,['SWPP'],['WAUE'],7.0,2019-01-10 20:00:00,2019-01-10 20:00:00
2019,1,01/12/2019 11:30 AM,01/13/2019 10:00 PM,"34 Hours, 30 Minutes",Kansas City Power & Light Co,SPP RE,Missouri: Jackson County; Kansas: Johnson County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,112530,['SWPP'],"['KCPL', 'MPS']",6.0,2019-01-12 18:00:00,2019-01-14 05:00:00
2019,1,01/13/2019  5:30 AM,01/15/2019  5:00 PM,"59 Hours, 30 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",133200,,['DUK'],['DUK'],5.0,2019-01-13 11:00:00,2019-01-15 23:00:00
2019,1,01/16/2019  5:26 PM,01/17/2019 12:19 PM,"18 Hours, 53 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",190,126700,['CISO'],['PGAE'],8.0,2019-01-17 02:00:00,2019-01-17 21:00:00
2019,1,01/18/2019  9:54 PM,01/19/2019 12:19 AM,"2 Hours, 25 Minutes",Nebraska Public Power District,MRO,Nebraska:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",8,,['SWPP'],"['MPS', 'WAUE', 'LES', 'NPPD', 'OPPD']",6.0,2019-01-19 04:00:00,2019-01-19 07:00:00
2019,1,01/23/2019  7:26 AM,01/23/2019  5:05 PM,"9 Hours, 39 Minutes",Western Area Power Administration,WECC,Colorado: Larimer County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,['WACM'],['WACM'],7.0,2019-01-23 15:00:00,2019-01-24 01:00:00
2019,1,01/29/2019  6:34 PM,01/29/2019  6:36 PM,"0 Hours,  2 Minutes",Entergy Transmission Control Center - North,SERC,Louisiana: Washington Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",,,['MISO'],['8910'],6.0,2019-01-30 01:00:00,2019-01-30 01:00:00
2019,1,01/30/2019  4:23 AM,02/02/2019  9:00 AM,"76 Hours, 37 Minutes","Prairie Power, Inc.",SERC,Illinois: Scott County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,,,['MISO'],['0004'],6.0,2019-01-30 11:00:00,2019-02-02 16:00:00
2019,1,01/30/2019  7:00 AM,01/30/2019  8:08 AM,"1 Hours,  8 Minutes","Prairie Power, Inc.",SERC,Illinois: Pike County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Severe Weather,,,['MISO'],['0004'],6.0,2019-01-30 14:00:00,2019-01-30 15:00:00
2019,1,01/30/2019  9:30 AM,01/31/2019  6:00 PM,"32 Hours, 30 Minutes",Detroit Edison Co,RF,Michigan:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,,,['MISO'],['0027'],5.0,2019-01-30 15:00:00,2019-02-01 00:00:00
2019,2,02/05/2019  6:17 PM,02/05/2019  8:26 PM,"2 Hours,  9 Minutes",Pacific Gas & Electric Co,WECC,California,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.-Severe Weather,42,33200,['CISO'],['PGAE'],8.0,2019-02-06 03:00:00,2019-02-06 05:00:00
2019,2,02/07/2019  7:39 AM,02/07/2019  7:40 AM,"0 Hours,  1 Minutes",Entergy Transmission Control Center - North,SERC,Arkansas,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",3,3370,['MISO'],['8910'],6.0,2019-02-07 14:00:00,2019-02-07 14:00:00
2019,2,02/07/2019  8:55 AM,02/09/2019  4:30 PM,"55 Hours, 35 Minutes",Consumers Energy Co,RF,Michigan,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,233000,['MISO'],['0027'],5.0,2019-02-07 14:00:00,2019-02-09 22:00:00
2019,2,02/13/2019  2:48 AM,02/15/2019 12:28 AM,"45 Hours, 40 Minutes",Pacific Gas & Electric Co,WECC,California,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",182,121000,['CISO'],['PGAE'],8.0,2019-02-13 11:00:00,2019-02-15 09:00:00
2019,2,02/24/2019 11:21 AM,02/26/2019  5:29 PM,"54 Hours,  8 Minutes",American Electric Power - (RFC Reliability Region),RF,"Ohio, Virginia, West Virginia","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,118781,['PJM'],['AEP'],5.0,2019-02-24 17:00:00,2019-02-26 23:00:00
2019,2,02/24/2019 12:31 PM,02/24/2019  2:57 PM,"2 Hours, 26 Minutes",Ohio Edison Co,RF,Ohio,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,157274,['PJM'],['ATSI'],5.0,2019-02-24 18:00:00,2019-02-24 20:00:00
2019,2,02/24/2019  2:33 PM,02/24/2019  6:03 PM,"3 Hours, 30 Minutes",Monongahela Power Co,RF,Pennsylvania,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,94048,['PJM'],"['AP', 'ATSI', 'ME', 'PN']",5.0,2019-02-24 20:00:00,2019-02-25 00:00:00
2019,2,02/24/2019  6:00 PM,02/25/2019 10:00 PM,"28 Hours,  0 Minutes",Duquesne Light Co,RF,Pennsylvania,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,132000,['PJM'],['DUQ'],5.0,2019-02-25 00:00:00,2019-02-26 04:00:00
2019,2,02/24/2019  6:47 PM,02/25/2019  1:55 PM,"19 Hours,  8 Minutes",West Penn Power Company,RF,Pennsylvania,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,137216,['PJM'],"['AP', 'ATSI', 'ME', 'PN']",5.0,2019-02-25 00:00:00,2019-02-25 19:00:00
2019,2,02/24/2019  8:02 PM,02/25/2019  2:30 PM,"18 Hours, 28 Minutes",Consumers Energy Co,RF,Michigan,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,115000,['MISO'],['0027'],5.0,2019-02-25 02:00:00,2019-02-25 20:00:00
2019,2,02/25/2019  7:45 AM,02/25/2019  6:40 PM,"10 Hours, 55 Minutes",ISO New England,NPCC,Massachusetts,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['ISNE'],"['4006', '4008', '4007']",5.0,2019-02-25 13:00:00,2019-02-26 00:00:00
2019,2,02/25/2019  1:35 PM,02/26/2019  2:50 AM,"13 Hours, 15 Minutes",ISO New England,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,72332,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2019-02-25 19:00:00,2019-02-26 08:00:00
2019,2,02/27/2019 11:25 AM,02/27/2019  5:39 PM,"6 Hours, 14 Minutes",MidAmerican Energy Co,MRO,Iowa,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['MISO'],['0035'],6.0,2019-02-27 18:00:00,2019-02-28 00:00:00
2019,3,03/13/2019  5:50 AM,03/13/2019 10:30 AM,"4 Hours, 40 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,154124,['ERCO'],"['NRTH', 'FWES', 'NCEN']",6.0,2019-03-13 11:00:00,2019-03-13 16:00:00
2019,3,03/13/2019 11:29 AM,03/14/2019  9:11 PM,"33 Hours, 42 Minutes",Public Service Company of Colorado,WECC,Colorado: Jefferson County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",58,58379,['PSCO'],['PSCO'],7.0,2019-03-13 18:00:00,2019-03-15 04:00:00
2019,3,03/13/2019  3:00 PM,03/14/2019 12:00 AM,"9 Hours,  0 Minutes","Southwest Power Pool, Inc.",TRE,Texas: Kansas: Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",,66000,['SWPP'],"['WFEC', 'KACY', 'EDE', 'SECI', 'GRDA', 'KCPL', 'WR', 'CSWS', 'SPS', 'OKGE']",6.0,2019-03-13 21:00:00,2019-03-14 06:00:00
2019,3,03/13/2019  3:51 PM,03/16/2019  6:00 PM,"74 Hours,  9 Minutes",Southwestern Public Service,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",50,54290,['SWPP'],['SPS'],6.0,2019-03-13 21:00:00,2019-03-17 00:00:00
2019,4,04/04/2019 10:13 AM,04/04/2019 12:08 PM,"1 Hours, 55 Minutes",Bonneville Power Administration,WECC,Montana:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['BPAT'],['BPAT'],8.0,2019-04-04 18:00:00,2019-04-04 20:00:00
2019,4,04/07/2019  1:46 PM,04/08/2019  5:50 PM,"28 Hours,  4 Minutes",CenterPoint Energy,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",537,231956,['ERCO'],"['EAST', 'COAS', 'SCEN']",6.0,2019-04-07 19:00:00,2019-04-08 23:00:00
2019,4,04/11/2019  7:48 PM,04/11/2019  8:00 PM,"0 Hours, 12 Minutes",Bonneville Power Administration,WECC,Oregon: Washington:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['BPAT'],['BPAT'],8.0,2019-04-12 03:00:00,2019-04-12 04:00:00
2019,4,04/12/2019 11:20 AM,04/12/2019 12:46 PM,"1 Hours, 26 Minutes",Xcel Energy,MRO,Minnesota: Martin County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,[],[],6.0,2019-04-12 17:00:00,2019-04-12 18:00:00
2019,4,04/13/2019  6:15 PM,04/13/2019 11:15 PM,"5 Hours,  0 Minutes",Entergy Corp,SERC,Mississippi: Arkansas: Texas: Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,60467,['MISO'],['8910'],6.0,2019-04-14 00:00:00,2019-04-14 05:00:00
2019,4,04/15/2019  4:35 AM,04/15/2019  2:40 PM,"10 Hours,  5 Minutes",Dominion Virginia Power,SERC,Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,75290,['PJM'],"['AP', 'DPL', 'DOM', 'AEP']",5.0,2019-04-15 09:00:00,2019-04-15 19:00:00
2019,4,04/18/2019  7:55 PM,04/19/2019  5:29 PM,"21 Hours, 34 Minutes",Southern Company,SERC,Alabama: Mississippi: Georgia: Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",116,34695,['SOCO'],['SOCO'],6.0,2019-04-19 01:00:00,2019-04-19 23:00:00
2019,4,04/18/2019  8:08 PM,04/19/2019 11:00 AM,"14 Hours, 52 Minutes",Public Service Company of Colorado,WECC,Colorado: Clear Creek County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PSCO'],['PSCO'],7.0,2019-04-19 03:00:00,2019-04-19 18:00:00
2019,4,04/25/2019  6:03 PM,04/25/2019  6:32 PM,"0 Hours, 29 Minutes",Salt River Project,WECC,Arizona: Maricopa County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Generation Inadequacy,150,51366,['SRP'],['SRP'],7.0,2019-04-26 01:00:00,2019-04-26 01:00:00
2019,4,04/26/2019  1:00 AM,04/26/2019  1:27 PM,"12 Hours, 27 Minutes",FirstEnergy Corp,RF,Pennsylvania:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",7,5830,['PJM'],"['AP', 'ATSI', 'ME', 'PN']",5.0,2019-04-26 06:00:00,2019-04-26 18:00:00
2019,4,04/26/2019  3:16 PM,04/26/2019  3:17 PM,"0 Hours,  1 Minutes",ISO New England,NPCC,Massachusetts: Hampden County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",0,0,['ISNE'],['4007'],5.0,2019-04-26 20:00:00,2019-04-26 20:00:00
2019,4,04/26/2019  5:46 PM,04/27/2019 11:49 AM,"18 Hours,  3 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,54071,['DUK'],['DUK'],5.0,2019-04-26 22:00:00,2019-04-27 16:00:00
2019,4,04/28/2019 10:43 AM,04/29/2019  2:06 AM,"15 Hours, 23 Minutes",FirstEnergy Corp,RF,Ohio:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PJM'],['ATSI'],5.0,2019-04-28 15:00:00,2019-04-29 07:00:00
2019,5,05/08/2019  9:22 AM,05/08/2019  9:56 AM,"0 Hours, 34 Minutes",PJM Interconnection,RF,Pennsylvania: Mercer County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",29,1,['PJM'],['ATSI'],5.0,2019-05-08 14:00:00,2019-05-08 14:00:00
2019,5,05/08/2019  3:50 PM,05/13/2019 12:00 AM,"104 Hours, 10 Minutes","Southwest Power Pool, Inc.",SPP RE,Louisiana: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",,65844,['SWPP'],"['WFEC', 'CSWS', 'SPS']",6.0,2019-05-08 21:00:00,2019-05-13 06:00:00
2019,5,05/09/2019  5:55 PM,05/11/2019  8:50 PM,"50 Hours, 55 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",691,238015,['ERCO'],['COAS'],6.0,2019-05-09 23:00:00,2019-05-12 02:00:00
